Country,Year,Total Water Consumption (Billion Cubic Meters),Per Capita Water Use (Liters per Day),Agricultural Water Use (%),Industrial Water Use (%),Household Water Use (%),Rainfall Impact (Annual Precipitation in mm),Groundwater Depletion Rate (%),Water Scarcity Level,Country_Code,AI_Risk_Score,Risk_Level,Scenario_Low_Rainfall,Scenario_High_Demand,Estimated_Energy_Use_MWh,Estimated_CO2_Emissions_tons,AI_Policy_Insight
France,2008,581.205,319.28875,55.64625,24.8925,22.63125,1219.19125,3.58,Low,5,1,Low,914.3934375000001,668.38575,232.48200000000003,190.63524,Sustainable usage observed. Continue monitoring.
France,2009,443.732,224.906,54.27,15.066,34.202,1244.022,1.796,Moderate,5,1,Low,933.0165,510.29179999999997,177.49280000000002,145.544096,Sustainable usage observed. Continue monitoring.
France,2010,482.3266667,236.8355556,41.79,22.50333333,22.83888889,1691.601111,2.233333333,Moderate,5,1,Low,1268.70083325,554.6756667049999,192.93066668,158.2031466776,Sustainable usage observed. Continue monitoring.
France,2011,591.6590909,233.2190909,46.34818182,28.80090909,27.61636364,1378.642727,2.286363636,Moderate,5,1,Low,1033.9820452499998,680.4079545349999,236.66363636000003,194.06418181520002,Sustainable usage observed. Continue monitoring.
France,2012,574.9869231,333.8,41.74307692,29.48923077,28.30307692,1242.627692,2.203846154,Low,5,1,Low,931.970769,661.2349615649999,229.99476924,188.5957107768,Sustainable usage observed. Continue monitoring.
France,2013,465.4572727,311.8518182,52.59636364,28.76363636,24.28545455,1335.797273,3.513636364,Low,5,1,Low,1001.8479547499999,535.2758636049999,186.18290908,152.6699854456,Sustainable usage observed. Continue monitoring.
France,2014,595.2475,204.92,50.2375,31.2425,23.81833333,1743.239167,2.814166667,Moderate,5,1,Low,1307.42937525,684.5346249999999,238.099,195.24117999999999,Sustainable usage observed. Continue monitoring.
France,2015,606.3277778,241.6588889,44.18888889,31.35111111,25.66555556,1359.15,3.118888889,Moderate,5,1,Low,1019.3625000000001,697.27694447,242.53111112000002,198.8755111184,Sustainable usage observed. Continue monitoring.
France,2016,591.9144444,308.6388889,45.31666667,28.64666667,28.17777778,1470.991111,2.65,Low,5,1,Low,1103.24333325,680.7016110599999,236.76577776,194.1479377632,Sustainable usage observed. Continue monitoring.
France,2017,462.96,251.9933333,46.40444444,26.21444444,26.85111111,1857.62,3.065555556,Moderate,5,1,Low,1393.215,532.4039999999999,185.184,151.85088,Sustainable usage observed. Continue monitoring.
France,2018,634.2688889,220.4866667,47.54777778,29.30666667,25.22111111,1299.051111,2.135555556,Moderate,5,1,Low,974.28833325,729.4092222349999,253.70755556,208.0401955592,Sustainable usage observed. Continue monitoring.
France,2019,426.8733333,371.6666667,54.625,33.6,24.49833333,1767.771667,2.816666667,Low,5,1,Low,1325.82875025,490.90433329499996,170.74933332,140.0144533224,Sustainable usage observed. Continue monitoring.
France,2020,350.044,284.768,55.97666667,32.71933333,25.42266667,1520.140667,1.996,Moderate,5,1,Low,1140.10550025,402.5506,140.0176,114.81443199999998,Sustainable usage observed. Continue monitoring.
France,2021,564.2745455,236.3118182,51.02,23.17181818,26.48727273,1469.8,2.189090909,Moderate,5,1,Low,1102.35,648.915727325,225.70981820000003,185.08205092400001,Sustainable usage observed. Continue monitoring.
France,2022,474.2736364,208.1090909,49.97818182,25.19363636,20.55363636,1067.060909,2.716363636,Moderate,5,1,Low,800.2956817500001,545.41468186,189.70945456,155.5617527392,Sustainable usage observed. Continue monitoring.
France,2023,280.6042857,291.0928571,56.83285714,18.27857143,24.55428571,1516.63,2.277142857,Moderate,5,1,Low,1137.4725,322.694928555,112.24171428,92.03820570959999,Sustainable usage observed. Continue monitoring.
France,2024,371.2733333,262.0233333,39.64666667,21.28,24.01333333,1786.175,3.071666667,Moderate,5,1,Low,1339.63125,426.96433329499996,148.50933332,121.77765332239998,Sustainable usage observed. Continue monitoring.
Germany,2000,215.224,294.826,43.592,30.644,28.184,1112.872,3.1,Moderate,6,1,Low,834.654,247.50759999999997,86.0896,70.593472,Sustainable usage observed. Continue monitoring.
Germany,2001,646.4285714,274.7657143,46.67285714,31.13285714,28.46285714,1664.31,2.58,Moderate,6,1,Low,1248.2325,743.3928571099999,258.57142856,212.0285714192,Sustainable usage observed. Continue monitoring.
Germany,2002,569.154,289.43,53.094,25.012,27.314,2031.092,1.803,Moderate,6,1,Low,1523.319,654.5270999999999,227.66160000000002,186.682512,Sustainable usage observed. Continue monitoring.
Germany,2003,727.987,289.484,38.056,29.648,24.222,1384.207,2.231,Moderate,6,1,Low,1038.15525,837.1850499999999,291.1948,238.77973599999999,Sustainable usage observed. Continue monitoring.
Germany,2004,436.425,178.7675,34.9675,40.955,29.1275,700.23,2.3675,High,6,2,Moderate,525.1725,501.88874999999996,174.57000000000002,143.1474,Preventive planning recommended: efficiency & rainfall resilience.
Germany,2005,356.9516667,272.4358333,48.36916667,26.52,21.9375,1777.863333,3.26,Moderate,6,1,Low,1333.39749975,410.49441670499994,142.78066668,117.08014667759998,Sustainable usage observed. Continue monitoring.
Germany,2006,519.47,297.8015385,53.29538462,32.12384615,25.04230769,1911.536923,2.576923077,Moderate,6,1,Low,1433.65269225,597.3905,207.788,170.38616,Sustainable usage observed. Continue monitoring.
Germany,2007,603.3772727,287.8272727,58.75636364,24.86090909,26.43363636,1477.133636,2.460909091,Moderate,6,1,Low,1107.850227,693.883863605,241.35090908000004,197.90774544560003,Sustainable usage observed. Continue monitoring.
Germany,2008,625.7871429,285.2742857,47.80714286,35.81,20.66714286,1724.527143,1.632857143,Moderate,6,1,Low,1293.39535725,719.655214335,250.31485716000003,205.2581828712,Sustainable usage observed. Continue monitoring.
Germany,2009,129.6366667,266.55,47.27666667,29.82,13.82333333,1329.656667,2.166666667,Moderate,6,1,Low,997.2425002499999,149.082166705,51.85466668000001,42.520826677600006,Sustainable usage observed. Continue monitoring.
Germany,2010,322.49,263.3571429,43.07142857,27.53,23.22857143,1013.737143,1.607142857,Moderate,6,1,Low,760.30285725,370.8635,128.996,105.77672,Sustainable usage observed. Continue monitoring.
Germany,2011,613.3222222,184.7377778,39.73333333,23.77888889,23.37777778,1436.822222,3.415555556,High,6,0,Low,1077.6166665,705.32055553,245.32888888000002,201.1696888816,Sustainable usage observed. Continue monitoring.
Germany,2012,496.1746667,274.8626667,46.56466667,20.73533333,26.72066667,1663.107333,3.073333333,Moderate,6,1,Low,1247.33049975,570.6008667049999,198.46986668,162.7452906776,Sustainable usage observed. Continue monitoring.
Germany,2013,373.52,350.7085714,58.90142857,30.94142857,27.59,1651.584286,2.021428571,Low,6,1,Low,1238.6882145,429.54799999999994,149.408,122.51455999999999,Sustainable usage observed. Continue monitoring.
Germany,2014,531.3715385,222.1376923,51.77230769,23.62461538,20.43615385,1711.955385,3.820769231,Moderate,6,1,Low,1283.96653875,611.077269275,212.54861540000002,174.289864628,Sustainable usage observed. Continue monitoring.
Germany,2015,660.48,325.885,41.15833333,18.99666667,22.03833333,1783.005,1.963333333,Low,6,1,Low,1337.25375,759.5519999999999,264.192,216.63744,Sustainable usage observed. Continue monitoring.
Germany,2016,528.5615385,275.1153846,45.71384615,26.94307692,17.56,1593.666923,2.963846154,Moderate,6,1,Low,1195.25019225,607.845769275,211.4246154,173.368184628,Sustainable usage observed. Continue monitoring.
Germany,2017,548.83125,211.255,44.12,33.53875,24.8825,1364.22625,2.8675,Moderate,6,1,Low,1023.1696875,631.1559374999999,219.5325,180.01665,Sustainable usage observed. Continue monitoring.
Germany,2018,514.1881818,285.7018182,46.78272727,30.7,25.52363636,1293.692727,3.062727273,Moderate,6,1,Low,970.2695452500001,591.31640907,205.67527272000004,168.6537236304,Sustainable usage observed. Continue monitoring.
Germany,2019,531.1414286,287.0771429,42.09428571,30.03285714,24.45,1919.274286,2.458571429,Moderate,6,1,Low,1439.4557145,610.81264289,212.45657144000003,174.2143885808,Sustainable usage observed. Continue monitoring.
Germany,2020,648.9569231,294.7538462,44.64384615,30.8,23.62307692,1532.419231,2.343076923,Moderate,6,1,Low,1149.3144232500001,746.300461565,259.58276924,212.85787077679998,Sustainable usage observed. Continue monitoring.
Germany,2021,425.7872727,264.1345455,47.39818182,30.96818182,23.85545455,1441.611818,2.3,Moderate,6,1,Low,1081.2088635,489.655363605,170.31490908,139.6582254456,Sustainable usage observed. Continue monitoring.
Germany,2022,528.0978571,281.5335714,52.33571429,26.935,24.12071429,1676.251429,2.732142857,Moderate,6,1,Low,1257.18857175,607.312535665,211.23914284000003,173.21609712880002,Sustainable usage observed. Continue monitoring.
Germany,2023,564.022,248.521,53.012,28.683,25.183,1637.84,2.626,Moderate,6,1,Low,1228.3799999999999,648.6253,225.60880000000003,184.99921600000002,Sustainable usage observed. Continue monitoring.
Germany,2024,551.2027273,253.6290909,55.76909091,25.41545455,23.27363636,916.2636364,3.237272727,Moderate,6,1,Low,687.1977273,633.883136395,220.48109092,180.7944945544,Sustainable usage observed. Continue monitoring.
India,2000,422.3925,404.35,37.4875,39.08,23.735,1568.955,2.265,Low,7,1,Low,1176.71625,485.75137499999994,168.957,138.54474,Sustainable usage observed. Continue monitoring.
India,2001,478.7561538,200.8846154,59.99,20.73461538,25.14,1766.200769,3.038461538,Moderate,7,1,Low,1324.65057675,550.56957687,191.50246152,157.0320184464,Sustainable usage observed. Continue monitoring.
India,2002,344.7375,333.9275,44.505,26.87375,25.98875,1603.475,1.89,Low,7,1,Low,1202.6062499999998,396.448125,137.895,113.0739,Sustainable usage observed. Continue monitoring.
India,2003,455.10375,298.295,46.62625,25.02,23.38,2220.125,2.235,Moderate,7,1,Low,1665.09375,523.3693125,182.0415,149.27403,Sustainable usage observed. Continue monitoring.
India,2004,450.94,228.80875,52.235,21.03875,26.45125,1353.02875,2.3575,Moderate,7,1,Low,1014.7715625,518.5809999999999,180.376,147.90832,Sustainable usage observed. Continue monitoring.
India,2005,479.3322222,338.3655556,51.53333333,28.48555556,23.52222222,1663.057778,2.076666667,Low,7,1,Low,1247.2933335,551.2320555299999,191.73288888000002,157.22096888160002,Sustainable usage observed. Continue monitoring.
India,2006,603.7157143,269.3114286,52.88571429,24.80142857,19.36714286,1877.765714,3.242857143,Moderate,7,1,Low,1408.3242854999999,694.2730714449999,241.48628571999998,198.01875429039998,Sustainable usage observed. Continue monitoring.
India,2007,438.1342857,381.5571429,40.76285714,32.83571429,25.37285714,1676.654286,1.787142857,Low,7,1,Low,1257.4907145,503.85442855499997,175.25371428000003,143.70804570960001,Sustainable usage observed. Continue monitoring.
India,2008,629.8133333,341.8922222,46.10222222,35.65222222,19.91,2011.234444,3.021111111,Low,7,1,Low,1508.425833,724.2853332949999,251.92533332,206.57877332239997,Sustainable usage observed. Continue monitoring.
India,2009,558.145,223.319,43.687,26.604,25.576,1710.032,2.351,Moderate,7,1,Low,1282.524,641.8667499999999,223.258,183.07156,Sustainable usage observed. Continue monitoring.
India,2010,525.5208333,316.4225,52.28833333,23.4525,23.13333333,1320.158333,1.718333333,Low,7,1,Low,990.11874975,604.348958295,210.20833332000004,172.37083332240002,Sustainable usage observed. Continue monitoring.
India,2011,715.1671429,269.5357143,65.79142857,30.23571429,28.43142857,1213.161429,3.002857143,Moderate,7,2,Moderate,909.87107175,822.442214335,286.06685716000004,234.5748228712,Preventive planning recommended: efficiency & rainfall resilience.
India,2012,598.0823077,328.2092308,49.09153846,27.76,23.63307692,1334.451538,2.146923077,Low,7,1,Low,1000.8386535,687.794653855,239.23292308,196.17099692559998,Sustainable usage observed. Continue monitoring.
India,2013,623.0138462,296.5915385,55.98846154,20.49846154,25.69076923,1236.723077,2.245384615,Moderate,7,1,Low,927.5423077500001,716.46592313,249.20553848,204.3485415536,Sustainable usage observed. Continue monitoring.
India,2014,500.4377778,236.1577778,54.77888889,35.39888889,26.25222222,1814.193333,2.734444444,Moderate,7,1,Low,1360.64499975,575.50344447,200.17511112,164.1435911184,Sustainable usage observed. Continue monitoring.
India,2015,551.1209091,232.7263636,41.87272727,30.28090909,22.2,1314.403636,3.02,Moderate,7,1,Low,985.802727,633.7890454649998,220.44836364,180.76765818479998,Sustainable usage observed. Continue monitoring.
India,2016,425.52625,312.06125,44.6225,28.97875,22.28625,1839.97875,3.09375,Low,7,1,Low,1379.9840625,489.35518749999994,170.21050000000002,139.57261000000003,Sustainable usage observed. Continue monitoring.
India,2017,628.4944444,273.0844444,53.49666667,25.77222222,29.67666667,1399.413333,2.351111111,Moderate,7,1,Low,1049.5599997499999,722.76861106,251.39777776000003,206.1461777632,Sustainable usage observed. Continue monitoring.
India,2018,407.4209091,290.4927273,50.45636364,31.29090909,23.58636364,1713.833636,2.441818182,Moderate,7,1,Low,1285.375227,468.53404546499996,162.96836364,133.6340581848,Sustainable usage observed. Continue monitoring.
India,2019,427.826,271.546,52.226,26.398,27.722,999.733,2.24,Moderate,7,1,Low,749.7997499999999,491.99989999999997,171.1304,140.326928,Sustainable usage observed. Continue monitoring.
India,2020,446.3557143,289.6614286,64.49857143,26.79285714,24.05285714,1574.561429,2.675714286,Moderate,7,2,Moderate,1180.92107175,513.309071445,178.54228572,146.40467429039998,Preventive planning recommended: efficiency & rainfall resilience.
India,2021,442.6990909,276.6518182,45.21909091,24.58636364,22.59363636,1742.164545,2.157272727,Moderate,7,1,Low,1306.6234087500002,509.10395453499996,177.07963636,145.2053018152,Sustainable usage observed. Continue monitoring.
India,2022,497.8878571,354.5978571,47.52,33.61357143,22.99142857,2146.368571,2.968571429,Low,7,1,Low,1609.77642825,572.571035665,199.15514284000002,163.3072171288,Sustainable usage observed. Continue monitoring.
India,2023,451.2883333,273.0,48.39166667,25.33166667,27.9325,1603.4575,2.905833333,Moderate,7,1,Low,1202.5931249999999,518.981583295,180.51533332,148.02257332239998,Sustainable usage observed. Continue monitoring.
India,2024,479.7509091,337.7518182,42.76363636,26.45818182,22.64727273,1391.921818,2.178181818,Low,7,1,Low,1043.9413635,551.7135454649999,191.90036364000002,157.35829818480002,Sustainable usage observed. Continue monitoring.
Indonesia,2000,423.4445455,252.3945455,55.17454545,23.11818182,23.12,1519.429091,1.845454545,Moderate,8,1,Low,1139.57181825,486.961227325,169.3778182,138.889810924,Sustainable usage observed. Continue monitoring.
Indonesia,2001,424.1808333,225.1841667,51.20666667,26.98833333,22.4225,1029.774167,2.27,Moderate,8,1,Low,772.33062525,487.807958295,169.67233332,139.1313133224,Sustainable usage observed. Continue monitoring.
Indonesia,2002,335.6527273,297.6672727,46.07,24.10818182,24.83090909,1428.850909,2.860909091,Moderate,8,1,Low,1071.63818175,386.00063639499996,134.26109092,110.09409455439999,Sustainable usage observed. Continue monitoring.
Indonesia,2003,500.5683333,261.5366667,42.46,29.235,32.735,1433.571667,2.673333333,Moderate,8,1,Low,1075.17875025,575.653583295,200.22733332,164.1864133224,Sustainable usage observed. Continue monitoring.
Indonesia,2004,494.8585714,301.0928571,45.92285714,31.55714286,25.17857143,1392.615714,2.885714286,Low,8,1,Low,1044.4617855000001,569.08735711,197.94342856000003,162.31361141920002,Sustainable usage observed. Continue monitoring.
Indonesia,2005,340.6314286,190.9514286,48.94285714,25.14857143,21.47857143,1467.027143,2.484285714,High,8,0,Low,1100.27035725,391.72614288999995,136.25257144,111.72710858079999,Sustainable usage observed. Continue monitoring.
Indonesia,2006,361.7125,302.7758333,51.29416667,32.1525,25.795,1684.0775,2.240833333,Low,8,1,Low,1263.058125,415.96937499999996,144.685,118.6417,Sustainable usage observed. Continue monitoring.
Indonesia,2007,437.59,320.209,53.373,27.334,21.352,1263.136,2.703,Low,8,1,Low,947.352,503.22849999999994,175.036,143.52952,Sustainable usage observed. Continue monitoring.
Indonesia,2008,497.0171429,172.4414286,52.15285714,29.28428571,28.8,1801.191429,1.715714286,High,8,0,Low,1350.8935717499999,571.569714335,198.80685716000002,163.0216228712,Sustainable usage observed. Continue monitoring.
Indonesia,2009,526.372,302.216,37.624,35.81666667,22.36333333,1692.661333,2.552666667,Low,8,1,Low,1269.49599975,605.3277999999999,210.5488,172.650016,Sustainable usage observed. Continue monitoring.
Indonesia,2010,394.0853846,304.9284615,52.38,27.93769231,24.42076923,1642.244615,2.413846154,Low,8,1,Low,1231.6834612500002,453.19819228999995,157.63415384,129.2600061488,Sustainable usage observed. Continue monitoring.
Indonesia,2011,513.07,272.754,44.916,29.192,23.584,905.278,2.846,Moderate,8,1,Low,678.9585,590.0305,205.22800000000004,168.28696000000002,Sustainable usage observed. Continue monitoring.
Indonesia,2012,612.3836364,215.1918182,42.14818182,20.18,23.01454545,1876.305455,2.367272727,Moderate,8,1,Low,1407.22909125,704.24118186,244.95345456,200.8618327392,Sustainable usage observed. Continue monitoring.
Indonesia,2013,524.205,254.6675,61.595,22.84,17.195,2360.075,3.8925,Moderate,8,2,Moderate,1770.0562499999999,602.83575,209.68200000000002,171.93924,Preventive planning recommended: efficiency & rainfall resilience.
Indonesia,2014,398.7266667,336.8008333,54.00166667,22.195,19.96083333,1911.3125,2.679166667,Low,8,1,Low,1433.484375,458.535666705,159.49066668,130.7823466776,Sustainable usage observed. Continue monitoring.
Indonesia,2015,501.6763636,220.6218182,44.81181818,27.18545455,20.43818182,1632.34,3.057272727,Moderate,8,1,Low,1224.2549999999999,576.92781814,200.67054544,164.5498472608,Sustainable usage observed. Continue monitoring.
Indonesia,2016,648.6128571,278.6271429,50.79,23.61428571,17.92285714,1720.858571,2.345714286,Moderate,8,1,Low,1290.64392825,745.904785665,259.44514284,212.74501712880001,Sustainable usage observed. Continue monitoring.
Indonesia,2017,719.6828571,255.6357143,57.0,24.55285714,21.01857143,1321.295714,1.97,Moderate,8,1,Low,990.9717855000001,827.6352856649999,287.87314284,236.0559771288,Sustainable usage observed. Continue monitoring.
Indonesia,2018,439.709,252.516,48.88,31.032,27.669,1275.087,2.235,Moderate,8,1,Low,956.31525,505.66535,175.8836,144.224552,Sustainable usage observed. Continue monitoring.
Indonesia,2019,413.0072727,203.0927273,49.46818182,28.99818182,25.38090909,1795.614545,2.734545455,Moderate,8,1,Low,1346.7109087499998,474.95836360499993,165.20290908,135.4663854456,Sustainable usage observed. Continue monitoring.
Indonesia,2020,558.59875,288.03,42.735,21.86625,25.2175,1081.8,2.4775,Moderate,8,1,Low,811.3499999999999,642.3885624999999,223.4395,183.22039,Sustainable usage observed. Continue monitoring.
Indonesia,2021,463.8866667,277.4533333,54.28,26.78333333,13.66833333,1869.676667,2.3,Moderate,8,1,Low,1402.25750025,533.4696667049999,185.55466668,152.1548266776,Sustainable usage observed. Continue monitoring.
Indonesia,2022,622.5435714,247.8207143,53.53428571,28.62142857,25.91571429,1504.516429,2.162857143,Moderate,8,1,Low,1128.38732175,715.92510711,249.01742856,204.1942914192,Sustainable usage observed. Continue monitoring.
Indonesia,2023,559.205,237.0475,53.07333333,28.7225,21.2775,1566.625833,3.325833333,Moderate,8,1,Low,1174.96937475,643.08575,223.68200000000002,183.41924,Sustainable usage observed. Continue monitoring.
Indonesia,2024,439.8463636,366.2672727,43.77181818,22.86181818,26.39,1730.264545,2.250909091,Low,8,1,Low,1297.69840875,505.82331813999997,175.93854544,144.2696072608,Sustainable usage observed. Continue monitoring.
Italy,2000,365.1183333,398.7416667,42.66333333,22.915,25.855,1648.945,2.433333333,Low,9,1,Low,1236.70875,419.886083295,146.04733332,119.7588133224,Sustainable usage observed. Continue monitoring.
Italy,2001,668.278,238.974,55.974,21.93,24.856,978.386,2.61,Moderate,9,1,Low,733.7895,768.5197,267.31120000000004,219.195184,Sustainable usage observed. Continue monitoring.
Italy,2002,613.6314286,285.0871429,44.40785714,28.24,24.73285714,1849.275714,1.942857143,Moderate,9,1,Low,1386.9567855,705.67614289,245.45257144000004,201.27110858080002,Sustainable usage observed. Continue monitoring.
Italy,2003,446.749,250.302,51.775,23.841,19.903,1396.319,1.931,Moderate,9,1,Low,1047.23925,513.76135,178.69960000000003,146.53367200000002,Sustainable usage observed. Continue monitoring.
Italy,2004,604.7344444,124.6977778,46.64666667,34.08111111,26.06,1317.36,2.895555556,High,9,0,Low,988.02,695.4446110599999,241.89377776000003,198.35289776320002,Sustainable usage observed. Continue monitoring.
Italy,2005,482.9130769,270.8076923,55.45230769,37.81846154,26.71769231,1916.143077,2.935384615,Moderate,9,1,Low,1437.10730775,555.350038435,193.16523076000001,158.3954892232,Sustainable usage observed. Continue monitoring.
Italy,2006,383.605,224.1325,52.29,37.225,24.61375,1487.0575,2.4975,Moderate,9,1,Low,1115.293125,441.14574999999996,153.442,125.82244,Sustainable usage observed. Continue monitoring.
Italy,2007,646.3181818,250.3845455,43.58636364,25.74909091,30.04454545,1695.921818,2.660909091,Moderate,9,1,Low,1271.9413635,743.26590907,258.52727272000004,211.99236363040004,Sustainable usage observed. Continue monitoring.
Italy,2008,476.8438462,357.8669231,45.55615385,31.19076923,23.78,1389.683077,2.954615385,Low,9,1,Low,1042.26230775,548.37042313,190.73753848,156.4047815536,Sustainable usage observed. Continue monitoring.
Italy,2009,417.7090909,280.4127273,47.05636364,28.00545455,23.35727273,1162.708182,1.927272727,Moderate,9,1,Low,872.0311365,480.3654545349999,167.08363636,137.00858181520002,Sustainable usage observed. Continue monitoring.
Italy,2010,631.625,368.79,53.95428571,28.38357143,28.01428571,1575.729286,2.767857143,Low,9,1,Low,1181.7969645,726.36875,252.65,207.173,Sustainable usage observed. Continue monitoring.
Italy,2011,482.0222222,234.0977778,50.20555556,29.92444444,25.86666667,1319.646667,3.035555556,Moderate,9,1,Low,989.73500025,554.32555553,192.80888888,158.1032888816,Sustainable usage observed. Continue monitoring.
Italy,2012,574.1427273,260.3290909,50.85,30.39818182,24.06909091,1862.157273,1.685454545,Moderate,9,1,Low,1396.61795475,660.264136395,229.65709092000003,188.3188145544,Sustainable usage observed. Continue monitoring.
Italy,2013,549.9063636,274.9790909,52.97636364,19.64545455,25.16363636,1063.212727,1.763636364,Moderate,9,1,Low,797.4095452500001,632.3923181399999,219.96254543999999,180.36928726079998,Sustainable usage observed. Continue monitoring.
Italy,2014,453.4766667,300.0493333,50.884,23.46733333,25.62066667,2214.668667,2.128666667,Low,9,1,Low,1661.00150025,521.498166705,181.39066668,148.7403466776,Sustainable usage observed. Continue monitoring.
Italy,2015,493.0144444,298.2211111,55.56333333,26.52333333,26.71333333,1550.253333,2.791111111,Moderate,9,1,Low,1162.68999975,566.96661106,197.20577776000002,161.7087377632,Sustainable usage observed. Continue monitoring.
Italy,2016,602.21,262.5877778,45.87,31.44777778,25.35666667,1379.187778,3.292222222,Moderate,9,1,Low,1034.3908335,692.5415,240.88400000000001,197.52488,Sustainable usage observed. Continue monitoring.
Italy,2017,433.6275,309.3575,43.67875,28.21625,24.945,1831.33125,3.455,Low,9,1,Low,1373.4984375,498.67162499999995,173.45100000000002,142.22982000000002,Sustainable usage observed. Continue monitoring.
Italy,2018,488.0128571,282.9557143,51.95142857,31.78142857,23.84857143,1590.241429,2.547142857,Moderate,9,1,Low,1192.68107175,561.214785665,195.20514284,160.0682171288,Sustainable usage observed. Continue monitoring.
Italy,2019,586.185,373.9966667,48.89,23.71583333,21.6625,1670.785833,2.541666667,Low,9,1,Low,1253.08937475,674.1127499999999,234.474,192.26868,Sustainable usage observed. Continue monitoring.
Italy,2020,299.4342857,313.2171429,57.96428571,29.40285714,25.24857143,977.3957143,1.741428571,Low,9,1,Low,733.0467857250001,344.3494285549999,119.77371428,98.21444570959999,Sustainable usage observed. Continue monitoring.
Italy,2021,417.9846154,293.0553846,48.10307692,31.92615385,19.65153846,1756.885385,2.220769231,Moderate,9,1,Low,1317.6640387500001,480.68230771,167.19384616000002,137.0989538512,Sustainable usage observed. Continue monitoring.
Italy,2022,473.964,264.601,51.205,32.021,23.228,1585.308,2.512,Moderate,9,1,Low,1188.981,545.0586,189.5856,155.46019199999998,Sustainable usage observed. Continue monitoring.
Italy,2023,438.424,264.432,50.878,18.286,30.731,1880.054,2.219,Moderate,9,1,Low,1410.0405,504.1875999999999,175.3696,143.803072,Sustainable usage observed. Continue monitoring.
Italy,2024,419.7014286,322.83,42.85571429,25.83571429,22.13857143,1516.604286,2.425714286,Low,9,1,Low,1137.4532145,482.65664288999994,167.88057144,137.6620685808,Sustainable usage observed. Continue monitoring.
Japan,2000,605.2566667,282.8583333,50.405,26.69666667,25.07166667,2079.768333,3.885,Moderate,10,1,Low,1559.82624975,696.0451667049999,242.10266668,198.5241866776,Sustainable usage observed. Continue monitoring.
Japan,2001,549.427,293.662,51.609,31.296,25.999,1716.702,2.47,Moderate,10,1,Low,1287.5265,631.84105,219.7708,180.212056,Sustainable usage observed. Continue monitoring.
Japan,2002,499.0583333,244.6291667,50.7425,28.01,21.96166667,1308.203333,2.136666667,Moderate,10,1,Low,981.15249975,573.917083295,199.62333332000003,163.69113332240002,Sustainable usage observed. Continue monitoring.
Japan,2003,560.356,262.8046667,46.018,31.83266667,23.174,1422.652667,2.338,Moderate,10,1,Low,1066.98950025,644.4093999999999,224.1424,183.796768,Sustainable usage observed. Continue monitoring.
Japan,2004,437.505,248.0416667,56.60833333,32.17833333,24.78333333,1580.083333,2.118333333,Moderate,10,1,Low,1185.06249975,503.13075,175.002,143.50164,Sustainable usage observed. Continue monitoring.
Japan,2005,456.06,360.4316667,28.905,29.17,28.085,1240.253333,2.975,Low,10,1,Low,930.1899997500001,524.4689999999999,182.424,149.58768,Sustainable usage observed. Continue monitoring.
Japan,2006,463.24,365.94,44.77,33.96428571,29.82857143,1723.55,2.51,Low,10,1,Low,1292.6625,532.726,185.29600000000002,151.94272,Sustainable usage observed. Continue monitoring.
Japan,2007,402.7142857,285.4871429,57.56714286,23.13571429,27.50714286,1596.588571,1.928571429,Moderate,10,1,Low,1197.44142825,463.12142855499997,161.08571428000002,132.0902857096,Sustainable usage observed. Continue monitoring.
Japan,2008,392.917,220.327,46.151,34.807,21.849,1556.853,1.898,Moderate,10,1,Low,1167.63975,451.85454999999996,157.1668,128.87677599999998,Sustainable usage observed. Continue monitoring.
Japan,2009,610.65,278.154,51.512,33.414,22.852,973.144,2.44,Moderate,10,1,Low,729.858,702.2475,244.26,200.29319999999998,Sustainable usage observed. Continue monitoring.
Japan,2010,441.6038462,250.6561538,48.16384615,27.15692308,22.44230769,1379.128462,2.357692308,Moderate,10,1,Low,1034.3463465,507.84442313,176.64153848,144.8460615536,Sustainable usage observed. Continue monitoring.
Japan,2011,559.7,313.43125,52.77,28.69125,23.74,1103.30875,2.5025,Low,10,1,Low,827.4815624999999,643.655,223.88000000000002,183.5816,Sustainable usage observed. Continue monitoring.
Japan,2012,526.375,205.20125,59.79875,17.805,26.49625,1247.94,2.56125,Moderate,10,1,Low,935.955,605.33125,210.55,172.651,Sustainable usage observed. Continue monitoring.
Japan,2013,476.1544444,258.7655556,51.79222222,37.92888889,25.17555556,2137.826667,1.605555556,Moderate,10,1,Low,1603.37000025,547.57761106,190.46177776000002,156.1786577632,Sustainable usage observed. Continue monitoring.
Japan,2014,536.5088889,248.0744444,47.61111111,21.34222222,22.66111111,1876.263333,2.435555556,Moderate,10,1,Low,1407.1974997500001,616.9852222349999,214.60355556000002,175.9749155592,Sustainable usage observed. Continue monitoring.
Japan,2015,410.5642857,285.1157143,45.18428571,25.38428571,28.46714286,1414.305714,2.47,Moderate,10,1,Low,1060.7292855,472.148928555,164.22571428000003,134.66508570960002,Sustainable usage observed. Continue monitoring.
Japan,2016,615.8707692,248.1176923,55.42307692,27.03230769,26.00923077,2127.22,2.722307692,Moderate,10,1,Low,1595.415,708.25138458,246.34830768000003,202.0056122976,Sustainable usage observed. Continue monitoring.
Japan,2017,576.0422222,211.9377778,49.09333333,24.06888889,27.21111111,1715.264444,2.296666667,Moderate,10,1,Low,1286.4483329999998,662.4485555299999,230.41688888,188.94184888159998,Sustainable usage observed. Continue monitoring.
